"","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Ratings.Source","Ratings.Value","Ratings.Source.1","Ratings.Value.1","Ratings.Source.2","Ratings.Value.2","Metascore","imdbRating","imdbVotes","imdbID","Type","DVD","BoxOffice","Production","Website","Response","totalSeasons"
"1063","McFarland, USA","2015","PG","20 Feb 2015","129 min","Biography, Drama, Sport","Niki Caro","Christopher Cleveland (screenplay), Bettina Gilois (screenplay), Grant Thompson (screenplay), Christopher Cleveland (story), Bettina Gilois (story)","Kevin Costner, Ramiro Rodriguez, Carlos Pratts, Johnny Ortiz","Jim White moves his family after losing his last job as a football coach. He sees that some of the students are worth starting a cross-country team and turns seven students with no hope into one of the best cross-country teams.","English, Spanish","USA","4 wins & 3 nominations.","https://m.media-amazon.com/images/M/MV5BMjMwNjY2Mjk5OV5BMl5BanBnXkFtZTgwODM2NTA0MzE@._V1_SX300.jpg","Internet Movie Database","7.4/10","Rotten Tomatoes","80%","Metacritic","60/100","60","7.4","29,950","tt2097298","movie","02 Jun 2015","N/A","Walt Disney Pictures","http://movies.disney.com/mcfarland-usa","True",NA
"1064","Hot Tub Time Machine 2","2015","R","20 Feb 2015","93 min","Comedy, Sci-Fi","Steve Pink","Josh Heald, Josh Heald (characters), John Karnay (additional screenwriting)","Rob Corddry, Craig Robinson, Clark Duke, Adam Scott","When Lou gets killed, Nick and Jacob fire up the hot tub time machine to get back to the past, but they inadvertently land in the future with Adam Jr. Now they have to alter the future in ...","English","USA","2 nominations.","https://m.media-amazon.com/images/M/MV5BMTU3NzQzMzE0NV5BMl5BanBnXkFtZTgwMDM4MTI0NDE@._V1_SX300.jpg","Internet Movie Database","5.1/10","Rotten Tomatoes","14%","Metacritic","29/100","29","5.1","33,378","tt2637294","movie","19 May 2015","N/A","Paramount Pictures","http://www.hottubtimemachine2.com/","True",NA
"1065","The Duff","2015","PG-13","20 Feb 2015","101 min","Comedy, Romance","Ari Sandel","Josh A. Cagan (screenplay), Kody Keplinger (novel)","Mae Whitman, Robbie Amell, Bella Thorne, Bianca A. Santos","A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.","English, Spanish","USA","1 win & 8 nominations.","https://m.media-amazon.com/images/M/MV5BMTc3OTg3MDUwN15BMl5BanBnXkFtZTgwMTAwMTkxNDE@._V1_SX300.jpg","Internet Movie Database","6.5/10","Rotten Tomatoes","71%","Metacritic","56/100","56","6.5","69,507","tt1666801","movie","09 Jun 2015","$30,777,437","Lionsgate Films","http://theduffmovie.com/","True",NA
"1066","What We Do in the Shadows","2014","R","13 Feb 2015","86 min","Comedy, Horror","Jemaine Clement, Taika Waititi","Jemaine Clement, Taika Waititi","Jemaine Clement, Taika Waititi, Jonny Brugh, Cori Gonzalez-Macuer","Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts.","English, German, Spanish","New Zealand, USA","25 wins & 18 nominations.","https://m.media-amazon.com/images/M/MV5BMjAwNDA5NzEwM15BMl5BanBnXkFtZTgwMTA1MDUyNDE@._V1_SX300.jpg","Internet Movie Database","7.6/10","Rotten Tomatoes","96%","Metacritic","76/100","76","7.6","113,252","tt3416742","movie","21 Jul 2015","N/A","Paladin Pictures","http://whatwedointheshadows.com/","True",NA
"1067","Wyrmwood: Road of the Dead","2014","NOT RATED","13 Feb 2015","98 min","Action, Comedy, Horror","Kiah Roache-Turner","Kiah Roache-Turner (screenplay), Tristan Roache-Turner (screenplay)","Jay Gallagher, Bianca Bradey, Leon Burchill, Keith Agius","A talented mechanic prepares to battle his way through hordes of flesh-eating monsters after his sister is kidnapped on the eve of a zombie apocalypse.","English","Australia","1 win & 3 nominations.","https://m.media-amazon.com/images/M/MV5BMTQ3MjExNzM3NF5BMl5BanBnXkFtZTgwNTgxOTU5MzE@._V1_SX300.jpg","Internet Movie Database","6.3/10","Rotten Tomatoes","79%","Metacritic","54/100","54","6.3","14,079","tt2535470","movie","N/A","N/A","IFC Midnight","http://www.roache-turner.com/films/wyrmwood","True",NA
"1068","White Rabbit","2013","NOT RATED","13 Feb 2015","90 min","Drama","Tim McCann","Anthony Di Pietro, Anthony Di Pietro","Nick Krause, Todd McLaren, Sam Trammell, Kelcy Baker","A bullied high school student starts having visions of a rabbit that he killed when he was a kid, soon putting him in a state where his imagination threatens to cause him to carry out violent acts.","English","USA","6 wins.","https://ia.media-imdb.com/images/M/MV5BMTkyOTIxMjk3Ml5BMl5BanBnXkFtZTgwNzgyMzQ2MzE@._V1_SX300.jpg","Internet Movie Database","6.1/10","Metacritic","41/100",NA,NA,"41","6.1","1,059","tt2241116","movie","N/A","N/A","N/A","N/A","True",NA
"1069","The Rewrite","2014","NOT RATED","13 Feb 2015","107 min","Comedy, Romance","Marc Lawrence","Marc Lawrence","Hugh Grant, Whit Baldwin, Vanessa Wasche, Enid Graham","An Oscar-winning writer in a slump leaves Hollywood to teach screenwriting at a college on the East Coast, where he falls for a single mom taking classes there.","English, French","USA","N/A","https://m.media-amazon.com/images/M/MV5BMjQyMDAyODUxOV5BMl5BanBnXkFtZTgwODcxMDMxNDE@._V1_SX300.jpg","Internet Movie Database","6.2/10","Rotten Tomatoes","66%","Metacritic","51/100","51","6.2","15,329","tt2509850","movie","31 Mar 2015","$324,889","RLJE/Image Entertainment","N/A","True",NA
"1070","Kingsman: The Secret Service","2014","R","13 Feb 2015","129 min","Action, Adventure, Comedy, Thriller","Matthew Vaughn","Jane Goldman (screenplay by), Matthew Vaughn (screenplay by), Mark Millar (based on the comic book ""The Secret Service"" by), Dave Gibbons (based on the comic book ""The Secret Service"" by)","Adrian Quinton, Colin Firth, Mark Strong, Jonno Davies","A spy organization recruits an unrefined, but promising street kid into the agency's ultra-competitive training program, just as a global threat emerges from a twisted tech genius.","English, Arabic, Swedish","UK, USA","8 wins & 26 nominations.","https://m.media-amazon.com/images/M/MV5BMTkxMjgwMDM4Ml5BMl5BanBnXkFtZTgwMTk3NTIwNDE@._V1_SX300.jpg","Internet Movie Database","7.7/10","Rotten Tomatoes","74%","Metacritic","60/100","60","7.7","520,904","tt2802144","movie","09 Jun 2015","$119,469,511","20th Century Fox","http://www.KingsmanMovie.com","True",NA
"1071","Da Sweet Blood of Jesus","2014","NOT RATED","13 Jan 2015","123 min","Comedy, Romance, Thriller","Spike Lee","Spike Lee (screenplay), Bill Gunn (original screenplay), Vinnie Lewis","Stephen Tyrone Williams, Zaraah Abrahams, Rami Malek, Elvis Nolasco","Dr. Hess Green becomes cursed by a mysterious ancient African artifact and is overwhelmed with a newfound thirst for blood. He however is not a vampire. Soon after his transformation he ...","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BMTg1NzY3MzkwNl5BMl5BanBnXkFtZTgwMDgxMTY0MzE@._V1_SX300.jpg","Internet Movie Database","4.1/10","Rotten Tomatoes","44%","Metacritic","52/100","52","4.1","1,106","tt3104930","movie","26 May 2015","N/A","Gravitas Ventures","http://www.facebook.com/DaSweetBloodofJesus","True",NA
"1072","Fifty Shades of Grey","2015","R","13 Feb 2015","125 min","Drama, Romance, Thriller","Sam Taylor-Johnson","Kelly Marcel (screenplay by), E.L. James (based on the novel by)","Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford","Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.","English","USA","Nominated for 1 Oscar. Another 9 wins & 26 nominations.","https://m.media-amazon.com/images/M/MV5BMjE1MTM4NDAzOF5BMl5BanBnXkFtZTgwNTMwNjI0MzE@._V1_SX300.jpg","Internet Movie Database","4.1/10","Rotten Tomatoes","25%","Metacritic","46/100","46","4.1","268,495","tt2322441","movie","08 May 2015","$189,859,585","Focus Features","http://www.fiftyshadesmovie.com/","True",NA
"1073","Jupiter Ascending","2015","PG-13","06 Feb 2015","127 min","Action, Adventure, Sci-Fi","Lana Wachowski, Lilly Wachowski","Lilly Wachowski, Lana Wachowski","Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne","A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.","English, Russian","USA, Australia","4 wins & 16 nominations.","https://m.media-amazon.com/images/M/MV5BMTQyNzk2MjA2NF5BMl5BanBnXkFtZTgwMjEwNzk3MjE@._V1_SX300.jpg","Internet Movie Database","5.3/10","Rotten Tomatoes","26%","Metacritic","40/100","40","5.3","161,468","tt1617661","movie","02 Jun 2015","$43,733,037","Warner Bros. Pictures","http://www.jupiterascending.com/","True",NA
"1074","Matt Shepard Is a Friend of Mine","2014","NOT RATED","06 Feb 2015","89 min","Documentary, Biography, History","Michele Josue","Michele Josue","Michele Josue, Judy Shepard, Zeina Barkawi, Dennis Shepard","Friends and family reflect on the life and death of 21-year-old Matthew Shepard, who was murdered in a targeted homophobic attack in Wyoming in 1998.","English","USA, Morocco, Switzerland","7 wins & 2 nominations.","https://m.media-amazon.com/images/M/MV5BMTUxODU1NzgzMl5BMl5BanBnXkFtZTgwMDEwMzU2MDE@._V1_SX300.jpg","Internet Movie Database","7.5/10","Rotten Tomatoes","100%","Metacritic","75/100","75","7.5","1,364","tt2555302","movie","03 Nov 2015","N/A","Run Rabbit Run Media","http://mattshepardisafriendofmine.com/","True",NA
"1075","Hawaizaada","2015","N/A","06 Feb 2015","148 min","Biography, Drama, Fantasy","Vibhu Puri","Saurabh Bhave, Vibhu Puri","Naman Jain, Mithun Chakraborty, Krutika Deo, Gaurav Dwivedi","The film which is based on the life on an Indian scientist Shivkar Bapuji Talpade, who is credited to have constructed India's first unmanned plane is the tale of the hardships that he went...","Hindi","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZjdmYjc4MzgtZmY4Mi00NGE4LTk4NWItMWQzZmZmOTZjNDM5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg","Internet Movie Database","5.6/10",NA,NA,NA,NA,"N/A","5.6","1,283","tt4338154","movie","N/A","N/A","Reliance Entertainment","http://www.facebook.com/RelianceEntertainment","True",NA
"1076","Still Alice","2014","PG-13","20 Feb 2015","101 min","Drama","Richard Glatzer, Wash Westmoreland","Richard Glatzer (written for the screen by), Wash Westmoreland (written for the screen by), Lisa Genova (novel)","Julianne Moore, Kate Bosworth, Shane McRae, Hunter Parrish","A linguistics professor and her family find their bonds tested when she is diagnosed with Alzheimer's Disease.","English","USA, UK, France","Won 1 Oscar. Another 30 wins & 32 nominations.","https://m.media-amazon.com/images/M/MV5BMjIzNzAxNjY1Nl5BMl5BanBnXkFtZTgwMDg4ODQxMzE@._V1_SX300.jpg","Internet Movie Database","7.5/10","Rotten Tomatoes","87%","Metacritic","72/100","72","7.5","112,059","tt3316960","movie","12 May 2015","N/A","Sony Pictures Classics","http://sonyclassics.com/stillalice/","True",NA
"1077","Drunktown's Finest","2014","UNRATED","20 Feb 2015","95 min","Drama","Sydney Freeland","Sydney Freeland (screenwriter)","Jeremiah Bitsui, Carmen Moore, MorningStar Angeline, Tailinh Agoyo","Three young Native Americans - an adopted Christian girl, a rebellious father-to-be, and a promiscuous transsexual - strive to escape the hardships of life on an Indian reservation.","English","USA","9 wins & 6 nominations.","https://ia.media-imdb.com/images/M/MV5BMjAwMTA2MTUyOF5BMl5BanBnXkFtZTgwODUyMjQ0MTE@._V1_SX300.jpg","Internet Movie Database","6.9/10","Rotten Tomatoes","64%","Metacritic","55/100","55","6.9","180","tt3091286","movie","N/A","N/A","Indion Entertainment","http://www.drunktownsfinest.com/","True",NA
"1078","A Space Program","2015","N/A","18 Mar 2016","72 min","Documentary, Adventure, Drama","Van Neistat","Hailey Gates, Van Neistat, Tom Sachs","Chris Beeston, Nick Doyle, Mary Ennarino, Hailey Gates","The artist Tom Sachs and his team of bricoleurs build a handmade space program and send two female astronauts to Mars.","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMDkzNTA3N15BMl5BanBnXkFtZTgwMDE5MDgwODE@._V1_SX300.jpg","Internet Movie Database","6.7/10","Metacritic","72/100",NA,NA,"72","6.7","33","tt4630158","movie","N/A","N/A","N/A","N/A","True",NA
"1079","L for Leisure","2014","N/A","20 Mar 2015","74 min","Comedy","Whitney Horn, Lev Kalman","Whitney Horn, Whitney Horn, Lev Kalman, Lev Kalman","Gabriel Abrantes, Melissa Barrera, Bene Coopersmith, Benjamin Crotty","Arthouse comedy set in 1992-3 following awkward graduate students on vacations all around the world.","English","USA, France, Iceland, Mexico","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwOTIwMzM3M15BMl5BanBnXkFtZTgwNjI1Mzk2MjE@._V1_SX300.jpg","Internet Movie Database","6.3/10","Rotten Tomatoes","88%","Metacritic","56/100","56","6.3","99","tt3921418","movie","N/A","N/A","N/A","N/A","True",NA
"1080","Maya the Bee Movie","2014","G","08 Mar 2015","89 min","Animation, Adventure, Comedy","Alexs Stadermann","Waldemar Bonsels (characters), Fin Edquist, Fin Edquist, Martin Quaden (script translation), Marcus Sauermann, Marcus Sauermann","Kodi Smit-McPhee, Noah Taylor, Richard Roxburgh, Jacki Weaver","Maya is a little bee with a big heart! Join her on an epic adventure.","English","Australia, Germany","1 win & 4 nominations.","https://m.media-amazon.com/images/M/MV5BMjE3NTYyMjQwMV5BMl5BanBnXkFtZTgwNzk5MjQxMzE@._V1_SX300.jpg","Internet Movie Database","6.0/10","Rotten Tomatoes","44%","Metacritic","49/100","49","6.0","1,500","tt3336368","movie","18 May 2015","N/A","Shout! Factory","http://www.mayathebeemovie.net/","True",NA
"1081","Cupcakes","2013","NOT RATED","27 Mar 2015","92 min","Comedy, Music","Eytan Fox","Eli Bijaoui, Eytan Fox","Dana Ivgy, Keren Berger, Yael Bar-Zohar, Efrat Dor","In Tel Aviv, six friends who are appalled by the Israeli entry in the UniverSong competition record their own song on a mobile phone, then are shocked to learn their recording is selected as Israel's entry for next year's competition.","Hebrew, French, English","Israel, France","1 win.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MzU2MTQzMF5BMl5BanBnXkFtZTgwMDEwMzk1NDE@._V1_SX300.jpg","Internet Movie Database","6.0/10","Rotten Tomatoes","77%","Metacritic","64/100","64","6.0","498","tt1935742","movie","08 Jun 2015","&pound;8,910","Strand Releasing","http://strandreleasing.com/films/cupcakes/","True",NA
"1082","The Barber","2014","R","27 Mar 2015","95 min","Thriller","Basel Owies","Max Enscoe (screenplay)","Scott Glenn, Chris Coy, Stephen Tobolowsky, Kristen Hager","A barber comes into contact with two men fixated on what triggers evil. A father, whose life is destroyed in pursuit of a killer, and a son who is trying to prevent his father's obsession.","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3MDM0NDQ3OV5BMl5BanBnXkFtZTgwNDA3OTc0MzE@._V1_SX300.jpg","Internet Movie Database","5.9/10","Rotten Tomatoes","22%","Metacritic","39/100","39","5.9","2,186","tt2194826","movie","27 Apr 2015","N/A","Arc Entertainment","http://www.facebook.com/thebarbermovie","True",NA
"1083","Man from Reno","2014","NOT RATED","27 Mar 2015","111 min","Drama, Mystery, Thriller","Dave Boyle","Dave Boyle, Joel Clark, Michael Lerman","Ayako Fujitani, Pepe Serna, Kazuki Kitamura, Yasuyo Shiba","A mystery outside of San Francisco brings together small-town sheriff Paul Del Moral, Japanese author Aki Akahori, and a traveler from Reno who soon disappears, leaving behind his suitcase and a trail of questions.","English, Japanese","USA","3 wins & 4 nominations.","https://ia.media-imdb.com/images/M/MV5BMjE5NDA2NDg1N15BMl5BanBnXkFtZTgwNjM1NDQ1MzE@._V1_SX300.jpg","Internet Movie Database","6.8/10","Rotten Tomatoes","95%","Metacritic","69/100","69","6.8","1,546","tt2287170","movie","N/A","N/A","First Pond Entertainment","http://www.manfromrenomovie.com/","True",NA
"1084","Nightlight","2015","R","27 Mar 2015","85 min","Horror, Thriller","Scott Beck, Bryan Woods","Scott Beck, Bryan Woods","Shelby Young, Carter Jenkins, Chloe Bridges, Taylor Murphy","Five friends play a game in a ''mysterious'' forest with a long history as a beacon for troubled young people contemplating suicide.","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BMTk3NDE0ODg5NF5BMl5BanBnXkFtZTgwNDc4MjQ0NDE@._V1_SX300.jpg","Internet Movie Database","4.5/10","Rotten Tomatoes","17%","Metacritic","27/100","27","4.5","1,682","tt2236160","movie","25 May 2015","N/A","Lionsgate","http://www.herrickentertainment.com/pages/film/19/nightlight","True",NA
"1085","Home","2015","PG","27 Mar 2015","94 min","Animation, Adventure, Comedy","Tim Johnson","Tom J. Astle (screenplay by), Matt Ember (screenplay by), Adam Rex (book)","Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez","An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.","English, French","USA","2 wins & 9 nominations.","https://m.media-amazon.com/images/M/MV5BMjExOTQ4MDMyMV5BMl5BanBnXkFtZTgwMTE3NDM2MzE@._V1_SX300.jpg","Internet Movie Database","6.6/10","Rotten Tomatoes","50%","Metacritic","55/100","55","6.6","83,242","tt2224026","movie","28 Jul 2015","$157,801,252","DreamWorks Animation","http://www.meettheboov.com/","True",NA
